MatrixName,nrows,ncols,nnz,rowMean,rowStd,rowMin,rowMax,rowPRatio,rowTop1,rowTop2,rowTop3,rowTop4,rowTop5,rowTop10,rowTop50,rowTop100,rowTop200,rowTop300,rowHot10,rowHot20,rowHot30,rowHot40,rowHot50,rowHot60,rowHot70,rowHot80,rowHot90,colMean,colStd,colMin,colMax,colPRatio,colTop1,colTop2,colTop3,colTop4,colTop5,colTop10,colTop50,colTop100,colTop200,colTop300,colHot10,colHot20,colHot30,colHot40,colHot50,colHot60,colHot70,colHot80,colHot90,Best col_frac,Best hot_frac
fpga_dcop_15,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_16,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_17,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_18,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_19,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_20,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_21,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_22,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_23,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_24,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_25,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_26,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_27,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_28,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_29,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_30,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_31,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_32,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_33,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_34,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_35,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_36,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_37,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_38,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_39,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_40,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_41,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_42,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_43,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_44,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_45,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_46,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_47,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_48,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_49,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_50,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_dcop_51,1220,1220,5892,4.82951,4.01274,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,1.24236,1.0353,1.0353,1.0353,0.0139344,0.0745902,0.170492,0.267213,0.363934,0.460656,0.559016,0.679508,0.8,4.82951,4.52865,1,36,36,7.45418,7.45418,7.45418,7.45418,7.45418,7.45418,2.48473,1.86354,1.0353,0.828242,0.0139344,0.0459016,0.095082,0.160656,0.280328,0.401639,0.522131,0.642623,0.803279,0,0
fpga_trans_01,1220,1220,7382,6.05082,5.91184,1,50,50,8.26334,7.76754,7.76754,7.76754,7.76754,7.76754,2.31374,1.81794,0.826334,0.826334,0.0131148,0.0434426,0.0934426,0.155738,0.277049,0.398361,0.518852,0.642623,0.793443,6.05082,5.91184,1,50,50,8.26334,7.76754,7.76754,7.76754,7.76754,7.76754,2.31374,1.81794,0.826334,0.826334,0.0131148,0.0434426,0.0934426,0.155738,0.277049,0.398361,0.518852,0.642623,0.793443,0,0
fpga_trans_02,1220,1220,7382,6.05082,5.91184,1,50,50,8.26334,7.76754,7.76754,7.76754,7.76754,7.76754,2.31374,1.81794,0.826334,0.826334,0.0131148,0.0434426,0.0934426,0.155738,0.277049,0.398361,0.518852,0.642623,0.793443,6.05082,5.91184,1,50,50,8.26334,7.76754,7.76754,7.76754,7.76754,7.76754,2.31374,1.81794,0.826334,0.826334,0.0131148,0.0434426,0.0934426,0.155738,0.277049,0.398361,0.518852,0.642623,0.793443,0,0
freeFlyingRobot_1,798,798,5246,6.57393,6.09235,1,161,161,24.4907,2.28174,2.28174,2.28174,2.28174,2.28174,1.52116,1.52116,1.21693,1.06481,0.0388471,0.10401,0.170426,0.243108,0.334586,0.428571,0.533835,0.64411,0.765664,6.57393,6.09235,1,161,161,24.4907,2.28174,2.28174,2.28174,2.28174,2.28174,1.52116,1.52116,1.21693,1.06481,0.0388471,0.10401,0.170426,0.243108,0.334586,0.428571,0.533835,0.64411,0.765664,0,0
freeFlyingRobot_10,5218,5218,40080,7.6811,14.8179,1,1045,1045,136.048,3.51512,2.99436,2.86417,2.86417,2.73398,2.21322,2.08303,1.95284,1.82265,0.034496,0.0902645,0.154849,0.229398,0.309697,0.39747,0.506708,0.618819,0.746838,7.6811,14.8179,1,1045,1045,136.048,3.51512,2.99436,2.86417,2.86417,2.73398,2.21322,2.08303,1.95284,1.82265,0.034496,0.0902645,0.154849,0.229398,0.309697,0.39747,0.506708,0.618819,0.746838,0,0
freeFlyingRobot_11,5438,5438,40054,7.36558,15.0462,1,1089,1089,147.85,3.12263,3.12263,3.12263,2.8511,2.57957,2.0365,2.0365,1.90073,1.90073,0.0353071,0.0917617,0.163295,0.237036,0.315557,0.408606,0.513792,0.627988,0.752299,7.36558,15.0462,1,1089,1089,147.85,3.12263,3.12263,3.12263,2.8511,2.57957,2.0365,2.0365,1.90073,1.90073,0.0353071,0.0917617,0.163295,0.237036,0.315557,0.408606,0.513792,0.627988,0.752299,0,0
freeFlyingRobot_12,5578,5578,41940,7.51882,15.2694,1,1117,1117,148.56,3.32499,3.32499,3.19199,2.79299,2.65999,2.12799,1.99499,1.99499,1.86199,0.0346002,0.0894586,0.157942,0.232521,0.310147,0.401578,0.508964,0.623342,0.749193,7.51882,15.2694,1,1117,1117,148.56,3.32499,3.32499,3.19199,2.79299,2.65999,2.12799,1.99499,1.99499,1.86199,0.0346002,0.0894586,0.157942,0.232521,0.310147,0.401578,0.508964,0.623342,0.749193,0,0
freeFlyingRobot_13,5718,5718,43994,7.69395,15.5017,1,1145,1145,148.818,3.50925,3.50925,3.24931,2.85939,2.85939,2.20953,2.07956,2.07956,1.94958,0.0335782,0.087618,0.152326,0.225778,0.303253,0.392795,0.502623,0.617698,0.74589,7.69395,15.5017,1,1145,1145,148.818,3.50925,3.50925,3.24931,2.85939,2.85939,2.20953,2.07956,2.07956,1.94958,0.0335782,0.087618,0.152326,0.225778,0.303253,0.392795,0.502623,0.617698,0.74589,0,0
freeFlyingRobot_14,5958,5958,43298,7.2672,15.7207,1,1193,1193,164.162,3.30251,2.88969,2.88969,2.88969,2.61449,2.20167,2.06407,2.06407,1.92646,0.0337362,0.0914736,0.160792,0.233468,0.311178,0.409198,0.512924,0.630245,0.75428,7.2672,15.7207,1,1193,1193,164.162,3.30251,2.88969,2.88969,2.88969,2.61449,2.20167,2.06407,2.06407,1.92646,0.0337362,0.0914736,0.160792,0.233468,0.311178,0.409198,0.512924,0.630245,0.75428,0,0
freeFlyingRobot_15,6038,6038,43378,7.18417,15.8053,1,1209,1209,168.287,3.47987,3.06229,2.7839,2.7839,2.7839,2.08792,2.08792,1.94873,1.80953,0.0336204,0.0932428,0.162968,0.234846,0.313018,0.412223,0.514906,0.63266,0.755879,7.18417,15.8053,1,1209,1209,168.287,3.47987,3.06229,2.7839,2.7839,2.7839,2.08792,2.08792,1.94873,1.80953,0.0336204,0.0932428,0.162968,0.234846,0.313018,0.412223,0.514906,0.63266,0.755879,0,0
freeFlyingRobot_16,6078,6078,44006,7.24021,15.8736,1,1217,1217,168.089,3.59106,3.03859,2.90047,2.90047,2.76235,2.20988,2.07176,2.07176,1.93365,0.0330701,0.0906548,0.159921,0.232313,0.310464,0.409345,0.512833,0.630964,0.754854,7.24021,15.8736,1,1217,1217,168.089,3.59106,3.03859,2.90047,2.90047,2.76235,2.20988,2.07176,2.07176,1.93365,0.0330701,0.0906548,0.159921,0.232313,0.310464,0.409345,0.512833,0.630964,0.754854,0,0
freeFlyingRobot_2,1338,1338,11600,8.66966,8.25482,1,269,269,31.0278,2.76828,2.53759,2.42224,2.3069,2.19155,1.84552,1.73017,1.49948,1.26879,0.0396114,0.0979073,0.160688,0.234679,0.313901,0.396861,0.487294,0.607623,0.734679,8.66966,8.25482,1,269,269,31.0278,2.76828,2.53759,2.42224,2.3069,2.19155,1.84552,1.73017,1.49948,1.26879,0.0396114,0.0979073,0.160688,0.234679,0.313901,0.396861,0.487294,0.607623,0.734679,0,0
freeFlyingRobot_3,1718,1718,12922,7.52154,8.92031,1,345,345,45.8683,3.05789,2.79198,2.79198,2.65903,2.26018,2.12722,1.99427,1.59542,1.46247,0.0337602,0.0878929,0.153667,0.225844,0.303842,0.396973,0.504075,0.619907,0.747963,7.52154,8.92031,1,345,345,45.8683,3.05789,2.79198,2.79198,2.65903,2.26018,2.12722,1.99427,1.59542,1.46247,0.0337602,0.0878929,0.153667,0.225844,0.303842,0.396973,0.504075,0.619907,0.747963,0,0
freeFlyingRobot_4,2358,2358,18218,7.72604,10.213,1,473,473,61.2215,2.97695,2.58865,2.58865,2.58865,2.45922,1.94149,1.81205,1.68262,1.55319,0.0373198,0.0941476,0.160305,0.237065,0.31637,0.405852,0.516115,0.626802,0.749788,7.72604,10.213,1,473,473,61.2215,2.97695,2.58865,2.58865,2.58865,2.45922,1.94149,1.81205,1.68262,1.55319,0.0373198,0.0941476,0.160305,0.237065,0.31637,0.405852,0.516115,0.626802,0.749788,0,0
freeFlyingRobot_5,2878,2878,24582,8.54135,11.372,1,577,577,67.5537,3.16109,2.80986,2.69278,2.69278,2.57571,1.99032,1.87324,1.75616,1.63909,0.0375261,0.0941626,0.158443,0.230716,0.308548,0.394024,0.495483,0.617443,0.739402,8.54135,11.372,1,577,577,67.5537,3.16109,2.80986,2.69278,2.69278,2.57571,1.99032,1.87324,1.75616,1.63909,0.0375261,0.0941626,0.158443,0.230716,0.308548,0.394024,0.495483,0.617443,0.739402,0,0
freeFlyingRobot_6,3358,3358,27030,8.04943,12.1105,1,673,673,83.6084,3.10581,2.98158,2.85734,2.73311,2.48465,2.11195,1.98772,1.86349,1.61502,0.0357356,0.0911257,0.156343,0.228112,0.307326,0.396069,0.501787,0.616736,0.743597,8.04943,12.1105,1,673,673,83.6084,3.10581,2.98158,2.85734,2.73311,2.48465,2.11195,1.98772,1.86349,1.61502,0.0357356,0.0911257,0.156343,0.228112,0.307326,0.396069,0.501787,0.616736,0.743597,0,0
freeFlyingRobot_7,3918,3918,31046,7.92394,12.9694,1,785,785,99.0669,3.155,2.9026,2.9026,2.7764,2.524,2.1454,2.0192,1.7668,1.6406,0.0357325,0.0923941,0.157223,0.231496,0.310618,0.398673,0.505615,0.618683,0.745533,7.92394,12.9694,1,785,785,99.0669,3.155,2.9026,2.9026,2.7764,2.524,2.1454,2.0192,1.7668,1.6406,0.0357325,0.0923941,0.157223,0.231496,0.310618,0.398673,0.505615,0.618683,0.745533,0,0
freeFlyingRobot_8,4398,4398,34958,7.94861,13.6883,1,881,881,110.837,3.1452,3.1452,3.01939,2.89359,2.51616,2.01293,2.01293,1.88712,1.76131,0.0363802,0.0927694,0.159618,0.232606,0.312187,0.397681,0.506594,0.620282,0.745566,7.94861,13.6883,1,881,881,110.837,3.1452,3.1452,3.01939,2.89359,2.51616,2.01293,2.01293,1.88712,1.76131,0.0363802,0.0927694,0.159618,0.232606,0.312187,0.397681,0.506594,0.620282,0.745566,0,0
freeFlyingRobot_9,4778,4778,39964,8.36417,14.3241,1,957,957,114.417,3.22806,3.22806,3.1085,2.98894,2.63027,2.03248,2.03248,1.91292,1.79336,0.0364169,0.0920887,0.157179,0.22771,0.303893,0.389912,0.492675,0.612181,0.739431,8.36417,14.3241,1,957,957,114.417,3.22806,3.22806,3.1085,2.98894,2.63027,2.03248,2.03248,1.91292,1.79336,0.0364169,0.0920887,0.157179,0.22771,0.303893,0.389912,0.492675,0.612181,0.739431,0,0
